guid/image,conf,label,xmin,ymin,xmax,ymax
90f7f6d8-5492-4944-adde-a7826caa03e4/0034,0.8921898603439331,1,0.318,0.345,0.702,0.783
90f7f6d8-5492-4944-adde-a7826caa03e4/0015,0.8668199777603149,1,0.320,0.341,0.701,0.781
90f7f6d8-5492-4944-adde-a7826caa03e4/0001,0.5544542670249939,1,0.612,0.284,0.955,0.665
90f7f6d8-5492-4944-adde-a7826caa03e4/0057,0.8634462356567383,1,0.318,0.339,0.704,0.784
90f7f6d8-5492-4944-adde-a7826caa03e4/0043,0.8721606731414795,1,0.318,0.344,0.702,0.786
90f7f6d8-5492-4944-adde-a7826caa03e4/0039,0.8695451617240906,1,0.321,0.341,0.703,0.785
90f7f6d8-5492-4944-adde-a7826caa03e4/0018,0.8820108771324158,1,0.313,0.342,0.700,0.784
90f7f6d8-5492-4944-adde-a7826caa03e4/0031,0.8746271133422852,1,0.321,0.343,0.703,0.783
90f7f6d8-5492-4944-adde-a7826caa03e4/0025,0.8767738342285156,1,0.316,0.342,0.702,0.785
90f7f6d8-5492-4944-adde-a7826caa03e4/0004,0.9249607920646667,1,0.310,0.350,0.717,0.779
90f7f6d8-5492-4944-adde-a7826caa03e4/0010,0.8640182614326477,1,0.315,0.337,0.705,0.783
90f7f6d8-5492-4944-adde-a7826caa03e4/0046,0.8854174613952637,1,0.317,0.342,0.702,0.785
90f7f6d8-5492-4944-adde-a7826caa03e4/0052,0.8775944113731384,1,0.318,0.341,0.700,0.784
90f7f6d8-5492-4944-adde-a7826caa03e4/0028,0.8819886445999146,1,0.319,0.343,0.702,0.786
90f7f6d8-5492-4944-adde-a7826caa03e4/0009,0.8756880164146423,1,0.314,0.339,0.704,0.782
90f7f6d8-5492-4944-adde-a7826caa03e4/0002,0.8354657292366028,1,0.282,0.191,0.743,0.756
90f7f6d8-5492-4944-adde-a7826caa03e4/0016,0.8726596236228943,1,0.319,0.343,0.700,0.783
90f7f6d8-5492-4944-adde-a7826caa03e4/0037,0.8831189870834351,1,0.317,0.340,0.702,0.786
90f7f6d8-5492-4944-adde-a7826caa03e4/0023,0.8627824783325195,1,0.320,0.340,0.704,0.782
90f7f6d8-5492-4944-adde-a7826caa03e4/0040,0.8690578937530518,1,0.320,0.340,0.703,0.784
90f7f6d8-5492-4944-adde-a7826caa03e4/0054,0.8783102035522461,1,0.316,0.341,0.699,0.782
90f7f6d8-5492-4944-adde-a7826caa03e4/0024,0.8641108870506287,1,0.320,0.341,0.704,0.783
90f7f6d8-5492-4944-adde-a7826caa03e4/0030,0.8762664198875427,1,0.321,0.340,0.704,0.783
90f7f6d8-5492-4944-adde-a7826caa03e4/0011,0.8735664486885071,1,0.318,0.341,0.702,0.785
90f7f6d8-5492-4944-adde-a7826caa03e4/0005,0.8616747856140137,1,0.316,0.341,0.703,0.785
90f7f6d8-5492-4944-adde-a7826caa03e4/0053,0.8695324063301086,1,0.316,0.339,0.700,0.780
90f7f6d8-5492-4944-adde-a7826caa03e4/0029,0.8769518136978149,1,0.322,0.340,0.703,0.784
90f7f6d8-5492-4944-adde-a7826caa03e4/0047,0.8786418437957764,1,0.317,0.343,0.701,0.783
90f7f6d8-5492-4944-adde-a7826caa03e4/0008,0.8722074031829834,1,0.315,0.339,0.704,0.782
90f7f6d8-5492-4944-adde-a7826caa03e4/0017,0.8735078573226929,1,0.317,0.343,0.700,0.782
90f7f6d8-5492-4944-adde-a7826caa03e4/0003,0.7809850573539734,1,0.323,0.345,0.682,0.747
90f7f6d8-5492-4944-adde-a7826caa03e4/0022,0.8700082302093506,1,0.321,0.340,0.706,0.781
90f7f6d8-5492-4944-adde-a7826caa03e4/0036,0.8861277103424072,1,0.318,0.342,0.702,0.783
90f7f6d8-5492-4944-adde-a7826caa03e4/0055,0.872219979763031,1,0.316,0.343,0.699,0.782
90f7f6d8-5492-4944-adde-a7826caa03e4/0041,0.8674182295799255,1,0.318,0.340,0.702,0.783
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0006,0.8017081022262573,1,0.354,0.421,0.465,0.528
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0012,0.6408663988113403,1,0.295,0.353,0.458,0.515
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0068,0.6957115530967712,1,0.268,0.418,0.347,0.516
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0033,0.551025927066803,1,0.095,0.369,0.292,0.520
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0080,0,0,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0049,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0094,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0027,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0071,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0065,0.6568092107772827,1,0.000,0.433,0.225,0.955
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0102,0.7419719099998474,1,0.060,0.338,0.418,0.607
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0044,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0050,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0099,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0086,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0035,0.7742827534675598,1,0.000,0.303,0.344,0.795
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0021,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0092,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0000,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0014,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0042,0,0,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0104,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0038,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0056,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0077,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0063,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0019,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0013,0.528277575969696,1,0.000,0.310,0.294,0.617
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0069,0.6890065670013428,1,0.214,0.423,0.355,0.548
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0007,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0095,0,0,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0026,0.6492907404899597,1,0.006,0.300,0.406,0.658
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0032,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0081,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0048,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0064,0.6941123008728027,1,0.170,0.318,0.459,0.599
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0070,0.7341470718383789,1,0.000,0.343,0.279,0.712
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0051,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0098,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0045,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0103,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0020,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0093,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0087,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0108,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0034,0.7690008282661438,1,0.035,0.360,0.326,0.621
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0015,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0001,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0057,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0105,0,0,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0043,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0039,0.7376515865325928,1,0.198,0.325,0.434,0.518
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0062,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0018,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0076,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0031,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0082,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0096,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0025,0.7260840535163879,1,0.300,0.346,0.496,0.526
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0004,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0010,0.6450657248497009,1,0.373,0.389,0.473,0.476
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0100,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0046,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0052,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0028,0.5824834108352661,1,0.074,0.427,0.361,0.592
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0073,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0009,0.6245490312576294,1,0.339,0.390,0.432,0.462
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0067,0.5345068573951721,1,0.287,0.432,0.356,0.508
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0002,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0078,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0016,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0084,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0037,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0023,0.6134559512138367,1,0.463,0.388,0.560,0.466
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0090,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0059,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0075,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0061,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0040,0.6783234477043152,1,0.000,0.299,0.360,0.699
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0089,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0106,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0054,0.9096196293830872,1,0.078,0.335,0.344,0.551
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0097,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0024,0.5123554468154907,1,0.410,0.389,0.534,0.491
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0030,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0083,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0011,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0005,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0053,0.7741742134094238,1,0.315,0.376,0.385,0.454
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0029,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0047,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0101,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0066,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0072,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0008,0.5648356080055237,1,0.311,0.370,0.387,0.425
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0017,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0003,0,0,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0079,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0022,0.5379977822303772,1,0.513,0.380,0.595,0.456
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0091,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0058,0,0,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0085,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0036,0,0,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0060,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0074,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0055,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0107,0,1,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0041,0,2,-1,-1,-1,-1
e994ecfb-56d1-4704-ab7c-7d0e2ac7c21b/0088,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0006,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0012,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0068,0,0,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0033,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0080,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0049,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0094,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0027,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0071,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0065,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0044,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0050,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0086,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0035,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0021,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0092,0,0,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0000,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0014,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0042,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0038,0,0,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0056,0.5348178148269653,1,0.099,0.396,0.452,0.569
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0077,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0063,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0019,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0013,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0069,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0007,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0026,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0032,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0081,0,0,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0048,0,0,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0064,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0070,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0051,0,0,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0045,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0020,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0093,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0087,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0034,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0015,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0001,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0057,0.5476003289222717,1,0.102,0.398,0.449,0.564
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0043,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0039,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0062,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0018,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0076,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0031,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0082,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0025,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0004,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0010,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0046,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0052,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0028,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0073,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0009,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0067,0,0,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0002,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0078,0,0,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0016,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0084,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0037,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0023,0,0,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0090,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0059,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0075,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0061,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0040,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0089,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0054,0.5178850889205933,1,0.106,0.399,0.456,0.563
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0024,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0030,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0083,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0011,0,0,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0005,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0053,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0029,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0047,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0066,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0072,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0008,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0017,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0003,0,0,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0079,0,0,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0022,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0091,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0058,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0085,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0036,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0060,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0074,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0055,0,2,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0041,0,1,-1,-1,-1,-1
0729ab2d-7fb0-4799-975f-c38fd350bf9c/0088,0,2,-1,-1,-1,-1
93f2afed-27f8-4c83-895e-99c0fe590819/0006,0.7954832315444946,1,0.378,0.293,0.662,0.631
93f2afed-27f8-4c83-895e-99c0fe590819/0012,0.8212953209877014,1,0.366,0.279,0.674,0.640
93f2afed-27f8-4c83-895e-99c0fe590819/0033,0.5322878360748291,1,0.000,0.320,0.332,0.683
93f2afed-27f8-4c83-895e-99c0fe590819/0049,0,2,-1,-1,-1,-1
93f2afed-27f8-4c83-895e-99c0fe590819/0027,0.9245980381965637,1,0.372,0.284,0.682,0.640
93f2afed-27f8-4c83-895e-99c0fe590819/0044,0.7011746764183044,1,0.374,0.391,0.463,0.470
93f2afed-27f8-4c83-895e-99c0fe590819/0050,0,1,-1,-1,-1,-1
93f2afed-27f8-4c83-895e-99c0fe590819/0035,0,1,-1,-1,-1,-1
93f2afed-27f8-4c83-895e-99c0fe590819/0021,0.8318809866905212,1,0.351,0.264,0.632,0.617
93f2afed-27f8-4c83-895e-99c0fe590819/0000,0,2,-1,-1,-1,-1
93f2afed-27f8-4c83-895e-99c0fe590819/0014,0.7778439521789551,1,0.363,0.271,0.625,0.626
93f2afed-27f8-4c83-895e-99c0fe590819/0042,0,1,-1,-1,-1,-1
93f2afed-27f8-4c83-895e-99c0fe590819/0038,0.5399963855743408,1,0.000,0.264,0.281,0.610
93f2afed-27f8-4c83-895e-99c0fe590819/0056,0,1,-1,-1,-1,-1
93f2afed-27f8-4c83-895e-99c0fe590819/0019,0.8714650869369507,1,0.358,0.280,0.666,0.631
93f2afed-27f8-4c83-895e-99c0fe590819/0013,0.7346352338790894,1,0.363,0.284,0.662,0.627
93f2afed-27f8-4c83-895e-99c0fe590819/0007,0.7377734184265137,1,0.361,0.266,0.641,0.617
93f2afed-27f8-4c83-895e-99c0fe590819/0026,0.8872564435005188,1,0.376,0.298,0.668,0.626
93f2afed-27f8-4c83-895e-99c0fe590819/0032,0,2,-1,-1,-1,-1
93f2afed-27f8-4c83-895e-99c0fe590819/0048,0,0,-1,-1,-1,-1
93f2afed-27f8-4c83-895e-99c0fe590819/0051,0,1,-1,-1,-1,-1
93f2afed-27f8-4c83-895e-99c0fe590819/0045,0,2,-1,-1,-1,-1
93f2afed-27f8-4c83-895e-99c0fe590819/0020,0.8283965587615967,1,0.355,0.265,0.632,0.615
93f2afed-27f8-4c83-895e-99c0fe590819/0034,0,1,-1,-1,-1,-1
93f2afed-27f8-4c83-895e-99c0fe590819/0015,0.8403732776641846,1,0.355,0.264,0.623,0.626
93f2afed-27f8-4c83-895e-99c0fe590819/0001,0,1,-1,-1,-1,-1
93f2afed-27f8-4c83-895e-99c0fe590819/0057,0,2,-1,-1,-1,-1
93f2afed-27f8-4c83-895e-99c0fe590819/0043,0,0,-1,-1,-1,-1
93f2afed-27f8-4c83-895e-99c0fe590819/0039,0,1,-1,-1,-1,-1
93f2afed-27f8-4c83-895e-99c0fe590819/0018,0.8334818482398987,1,0.359,0.279,0.665,0.627
93f2afed-27f8-4c83-895e-99c0fe590819/0031,0.8435840010643005,1,0.362,0.283,0.640,0.612
93f2afed-27f8-4c83-895e-99c0fe590819/0025,0.8509469628334045,1,0.361,0.278,0.633,0.610
93f2afed-27f8-4c83-895e-99c0fe590819/0004,0.776951014995575,1,0.369,0.293,0.656,0.636
93f2afed-27f8-4c83-895e-99c0fe590819/0010,0.8514871001243591,1,0.366,0.283,0.665,0.628
93f2afed-27f8-4c83-895e-99c0fe590819/0046,0.8057742714881897,1,0.112,0.334,0.408,0.628
